product_id,product_name,brand,category,image_url,ingredient_list_raw,extracted_ingredients,health_category,allergen_flags,nutrition_summary,health_score,region
ns_00052,Golden Harvest Sauces Mix 53,Golden Harvest,sauces,https://static.openfoodfacts.org/images/products/1000000000052/front_en.400.jpg,"tomato paste, vinegar, salt, milk, protein, fruit","[""tomato paste"", ""vinegar"", ""salt"", ""milk"", ""protein"", ""fruit""]",Neutral,"{""gluten"": false, ""nuts"": true, ""dairy"": true, ""soy"": true, ""sesame"": false, ""egg"": false}","{""calories"": 321, ""sugar_g"": 13.7, ""sodium_mg"": 130, ""fat_g"": 0.6, ""protein_g"": 6.0}",69,India
ns_00053,Nilgiris Beverages Mix 54,Nilgiris,beverages,https://static.openfoodfacts.org/images/products/1000000000053/front_en.400.jpg,"water, sugar, citric acid, trans fat, lentil, whole grain","[""water"", ""sugar"", ""citric acid"", ""trans fat"", ""lentil"", ""whole grain""]",Harmful,"{""gluten"": true, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 326, ""sugar_g"": 13.1, ""sodium_mg"": 608, ""fat_g"": 17.4, ""protein_g"": 10.0}",33,India
ns_00054,Amul Sauces Mix 55,Amul,sauces,https://static.openfoodfacts.org/images/products/1000000000054/front_en.400.jpg,"tomato paste, vinegar, salt, whole grain, preservative, preservative","[""tomato paste"", ""vinegar"", ""salt"", ""whole grain"", ""preservative"", ""preservative""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 431, ""sugar_g"": 1.3, ""sodium_mg"": 208, ""fat_g"": 12.3, ""protein_g"": 5.0}",56,India
ns_00055,Britannia Bakery Mix 56,Britannia,bakery,https://static.openfoodfacts.org/images/products/1000000000055/front_en.400.jpg,"wheat flour, sugar, vegetable oil, preservative, sodium benzoate, milk","[""wheat flour"", ""sugar"", ""vegetable oil"", ""preservative"", ""sodium benzoate"", ""milk""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 230, ""sugar_g"": 1.8, ""sodium_mg"": 388, ""fat_g"": 9.3, ""protein_g"": 1.8}",31,India
ns_00056,Kohinoor Cereals Mix 57,Kohinoor,cereals,https://static.openfoodfacts.org/images/products/1000000000056/front_en.400.jpg,"oats, sugar, malted barley, fruit, whole grain, oats","[""oats"", ""sugar"", ""malted barley"", ""fruit"", ""whole grain"", ""oats""]",Neutral,"{""gluten"": true, ""nuts"": false, ""dairy"": false, ""soy"": true, ""sesame"": false, ""egg"": true}","{""calories"": 544, ""sugar_g"": 23.4, ""sodium_mg"": 360, ""fat_g"": 13.0, ""protein_g"": 15.6}",48,India
ns_00057,Amul Ready_Meals Mix 58,Amul,ready_meals,https://static.openfoodfacts.org/images/products/1000000000057/front_en.400.jpg,"rice, vegetable oil, salt, fruit, fiber, fiber","[""rice"", ""vegetable oil"", ""salt"", ""fruit"", ""fiber"", ""fiber""]",Neutral,"{""gluten"": false, ""nuts"": true, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 386, ""sugar_g"": 19.0, ""sodium_mg"": 843, ""fat_g"": 34.8, ""protein_g"": 15.1}",52,India
ns_00058,Haldiram's Ready_Meals Mix 59,Haldiram's,ready_meals,https://static.openfoodfacts.org/images/products/1000000000058/front_en.400.jpg,"rice, vegetable oil, salt, milk, vitamin, olive oil","[""rice"", ""vegetable oil"", ""salt"", ""milk"", ""vitamin"", ""olive oil""]",Neutral,"{""gluten"": true, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 253, ""sugar_g"": 26.6, ""sodium_mg"": 513, ""fat_g"": 11.8, ""protein_g"": 17.5}",58,India
ns_00059,MDH Frozen Mix 60,MDH,frozen,https://static.openfoodfacts.org/images/products/1000000000059/front_en.400.jpg,"vegetables, vegetable oil, salt, fiber, high fructose corn syrup, oats","[""vegetables"", ""vegetable oil"", ""salt"", ""fiber"", ""high fructose corn syrup"", ""oats""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": true, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 120, ""sugar_g"": 5.0, ""sodium_mg"": 515, ""fat_g"": 19.4, ""protein_g"": 14.2}",54,India
ns_00060,Sunrise Foods Dairy Mix 61,Sunrise Foods,dairy,https://static.openfoodfacts.org/images/products/1000000000060/front_en.400.jpg,"milk, milk solids, stabiliser (E412), protein, lentil, sodium benzoate","[""milk"", ""milk solids"", ""stabiliser (E412)"", ""protein"", ""lentil"", ""sodium benzoate""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 267, ""sugar_g"": 15.3, ""sodium_mg"": 80, ""fat_g"": 26.3, ""protein_g"": 7.6}",57,India
ns_00061,Organic Valley Frozen Mix 62,Organic Valley,frozen,https://static.openfoodfacts.org/images/products/1000000000061/front_en.400.jpg,"vegetables, vegetable oil, salt, fruit, sugar, trans fat","[""vegetables"", ""vegetable oil"", ""salt"", ""fruit"", ""sugar"", ""trans fat""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 308, ""sugar_g"": 4.4, ""sodium_mg"": 285, ""fat_g"": 2.4, ""protein_g"": 16.9}",44,India
ns_00062,Sunrise Foods Dairy Mix 63,Sunrise Foods,dairy,https://static.openfoodfacts.org/images/products/1000000000062/front_en.400.jpg,"milk, milk solids, stabiliser (E412), preservative, high fructose corn syrup, protein","[""milk"", ""milk solids"", ""stabiliser (E412)"", ""preservative"", ""high fructose corn syrup"", ""protein""]",Harmful,"{""gluten"": false, ""nuts"": true, ""dairy"": true, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 76, ""sugar_g"": 2.5, ""sodium_mg"": 354, ""fat_g"": 3.0, ""protein_g"": 12.9}",43,India
ns_00063,Parle Confectionery Mix 64,Parle,confectionery,https://static.openfoodfacts.org/images/products/1000000000063/front_en.400.jpg,"sugar, cocoa butter, milk powder, protein, preservative, vegetable","[""sugar"", ""cocoa butter"", ""milk powder"", ""protein"", ""preservative"", ""vegetable""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": true, ""egg"": false}","{""calories"": 258, ""sugar_g"": 5.6, ""sodium_mg"": 656, ""fat_g"": 20.6, ""protein_g"": 1.3}",39,India
ns_00064,Golden Harvest Dairy Mix 65,Golden Harvest,dairy,https://static.openfoodfacts.org/images/products/1000000000064/front_en.400.jpg,"milk, milk solids, stabiliser (E412), oats, sugar, whole grain","[""milk"", ""milk solids"", ""stabiliser (E412)"", ""oats"", ""sugar"", ""whole grain""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": true}","{""calories"": 484, ""sugar_g"": 28.8, ""sodium_mg"": 827, ""fat_g"": 28.6, ""protein_g"": 15.2}",36,India
ns_00065,Patanjali Dairy Mix 66,Patanjali,dairy,https://static.openfoodfacts.org/images/products/1000000000065/front_en.400.jpg,"milk, milk solids, stabiliser (E412), sugar, lentil, fiber","[""milk"", ""milk solids"", ""stabiliser (E412)"", ""sugar"", ""lentil"", ""fiber""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": true, ""egg"": false}","{""calories"": 460, ""sugar_g"": 18.9, ""sodium_mg"": 373, ""fat_g"": 19.6, ""protein_g"": 19.0}",50,India
ns_00066,Amul Sauces Mix 67,Amul,sauces,https://static.openfoodfacts.org/images/products/1000000000066/front_en.400.jpg,"tomato paste, vinegar, salt, protein, fruit, fiber","[""tomato paste"", ""vinegar"", ""salt"", ""protein"", ""fruit"", ""fiber""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 276, ""sugar_g"": 5.6, ""sodium_mg"": 611, ""fat_g"": 4.3, ""protein_g"": 0.3}",63,India
ns_00067,Britannia Sauces Mix 68,Britannia,sauces,https://static.openfoodfacts.org/images/products/1000000000067/front_en.400.jpg,"tomato paste, vinegar, salt, high fructose corn syrup, high fructose corn syrup, milk","[""tomato paste"", ""vinegar"", ""salt"", ""high fructose corn syrup"", ""high fructose corn syrup"", ""milk""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 484, ""sugar_g"": 25.3, ""sodium_mg"": 435, ""fat_g"": 10.5, ""protein_g"": 11.1}",39,India
ns_00068,Parle Beverages Mix 69,Parle,beverages,https://static.openfoodfacts.org/images/products/1000000000068/front_en.400.jpg,"water, sugar, citric acid, oats, sorbitol, artificial flavour","[""water"", ""sugar"", ""citric acid"", ""oats"", ""sorbitol"", ""artificial flavour""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 174, ""sugar_g"": 4.3, ""sodium_mg"": 895, ""fat_g"": 25.3, ""protein_g"": 4.9}",16,India
ns_00069,ITC Ready_Meals Mix 70,ITC,ready_meals,https://static.openfoodfacts.org/images/products/1000000000069/front_en.400.jpg,"rice, vegetable oil, salt, vitamin, sodium benzoate, oats","[""rice"", ""vegetable oil"", ""salt"", ""vitamin"", ""sodium benzoate"", ""oats""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 257, ""sugar_g"": 10.5, ""sodium_mg"": 319, ""fat_g"": 18.7, ""protein_g"": 14.0}",55,India
ns_00070,ITC Ready_Meals Mix 71,ITC,ready_meals,https://static.openfoodfacts.org/images/products/1000000000070/front_en.400.jpg,"rice, vegetable oil, salt, artificial flavour, vegetable, fruit","[""rice"", ""vegetable oil"", ""salt"", ""artificial flavour"", ""vegetable"", ""fruit""]",Harmful,"{""gluten"": true, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 181, ""sugar_g"": 27.6, ""sodium_mg"": 415, ""fat_g"": 20.0, ""protein_g"": 12.2}",41,India
ns_00071,Haldiram's Confectionery Mix 72,Haldiram's,confectionery,https://static.openfoodfacts.org/images/products/1000000000071/front_en.400.jpg,"sugar, cocoa butter, milk powder, artificial flavour, preservative, preservative","[""sugar"", ""cocoa butter"", ""milk powder"", ""artificial flavour"", ""preservative"", ""preservative""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": true}","{""calories"": 549, ""sugar_g"": 12.9, ""sodium_mg"": 486, ""fat_g"": 34.1, ""protein_g"": 12.8}",20,India
ns_00072,Haldiram's Dairy Mix 73,Haldiram's,dairy,https://static.openfoodfacts.org/images/products/1000000000072/front_en.400.jpg,"milk, milk solids, stabiliser (E412), trans fat, preservative, oats","[""milk"", ""milk solids"", ""stabiliser (E412)"", ""trans fat"", ""preservative"", ""oats""]",Harmful,"{""gluten"": true, ""nuts"": false, ""dairy"": false, ""soy"": true, ""sesame"": false, ""egg"": false}","{""calories"": 54, ""sugar_g"": 21.2, ""sodium_mg"": 669, ""fat_g"": 1.7, ""protein_g"": 8.7}",28,India
ns_00073,Organic Valley Sauces Mix 74,Organic Valley,sauces,https://static.openfoodfacts.org/images/products/1000000000073/front_en.400.jpg,"tomato paste, vinegar, salt, preservative, vitamin, artificial flavour","[""tomato paste"", ""vinegar"", ""salt"", ""preservative"", ""vitamin"", ""artificial flavour""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 130, ""sugar_g"": 29.3, ""sodium_mg"": 202, ""fat_g"": 28.9, ""protein_g"": 18.2}",30,India
ns_00074,Sunrise Foods Ready_Meals Mix 75,Sunrise Foods,ready_meals,https://static.openfoodfacts.org/images/products/1000000000074/front_en.400.jpg,"rice, vegetable oil, salt, sorbitol, whole grain, sodium benzoate","[""rice"", ""vegetable oil"", ""salt"", ""sorbitol"", ""whole grain"", ""sodium benzoate""]",Neutral,"{""gluten"": true, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 111, ""sugar_g"": 4.4, ""sodium_mg"": 45, ""fat_g"": 14.7, ""protein_g"": 18.5}",48,India
ns_00075,Sunrise Foods Sauces Mix 76,Sunrise Foods,sauces,https://static.openfoodfacts.org/images/products/1000000000075/front_en.400.jpg,"tomato paste, vinegar, salt, milk, lentil, lentil","[""tomato paste"", ""vinegar"", ""salt"", ""milk"", ""lentil"", ""lentil""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": true}","{""calories"": 477, ""sugar_g"": 29.6, ""sodium_mg"": 193, ""fat_g"": 33.7, ""protein_g"": 7.5}",57,India
ns_00076,Patanjali Cereals Mix 77,Patanjali,cereals,https://static.openfoodfacts.org/images/products/1000000000076/front_en.400.jpg,"oats, sugar, malted barley, vegetable, milk, sugar","[""oats"", ""sugar"", ""malted barley"", ""vegetable"", ""milk"", ""sugar""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 58, ""sugar_g"": 23.2, ""sodium_mg"": 147, ""fat_g"": 23.8, ""protein_g"": 19.1}",52,India
ns_00077,MDH Beverages Mix 78,MDH,beverages,https://static.openfoodfacts.org/images/products/1000000000077/front_en.400.jpg,"water, sugar, citric acid, lentil, fruit, trans fat","[""water"", ""sugar"", ""citric acid"", ""lentil"", ""fruit"", ""trans fat""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 85, ""sugar_g"": 29.2, ""sodium_mg"": 240, ""fat_g"": 30.0, ""protein_g"": 2.9}",32,India
ns_00078,ITC Snacks Mix 79,ITC,snacks,https://static.openfoodfacts.org/images/products/1000000000078/front_en.400.jpg,"potato, vegetable oil (palm), salt, olive oil, artificial flavour, sorbitol","[""potato"", ""vegetable oil (palm)"", ""salt"", ""olive oil"", ""artificial flavour"", ""sorbitol""]",Harmful,"{""gluten"": false, ""nuts"": true, ""dairy"": false, ""soy"": false, ""sesame"": true, ""egg"": false}","{""calories"": 31, ""sugar_g"": 7.8, ""sodium_mg"": 425, ""fat_g"": 3.0, ""protein_g"": 0.7}",39,India
ns_00079,Parle Bakery Mix 80,Parle,bakery,https://static.openfoodfacts.org/images/products/1000000000079/front_en.400.jpg,"wheat flour, sugar, vegetable oil, fiber, sorbitol, milk","[""wheat flour"", ""sugar"", ""vegetable oil"", ""fiber"", ""sorbitol"", ""milk""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": true, ""sesame"": false, ""egg"": false}","{""calories"": 188, ""sugar_g"": 3.8, ""sodium_mg"": 451, ""fat_g"": 31.8, ""protein_g"": 19.4}",44,India
ns_00080,MDH Snacks Mix 81,MDH,snacks,https://static.openfoodfacts.org/images/products/1000000000080/front_en.400.jpg,"potato, vegetable oil (palm), salt, vegetable, high fructose corn syrup, olive oil","[""potato"", ""vegetable oil (palm)"", ""salt"", ""vegetable"", ""high fructose corn syrup"", ""olive oil""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": true}","{""calories"": 66, ""sugar_g"": 7.9, ""sodium_mg"": 687, ""fat_g"": 3.3, ""protein_g"": 2.1}",46,India
ns_00081,Amul Sauces Mix 82,Amul,sauces,https://static.openfoodfacts.org/images/products/1000000000081/front_en.400.jpg,"tomato paste, vinegar, salt, sugar, lentil, monosodium glutamate","[""tomato paste"", ""vinegar"", ""salt"", ""sugar"", ""lentil"", ""monosodium glutamate""]",Harmful,"{""gluten"": true, ""nuts"": true, ""dairy"": false, ""soy"": true, ""sesame"": false, ""egg"": false}","{""calories"": 437, ""sugar_g"": 26.5, ""sodium_mg"": 16, ""fat_g"": 28.9, ""protein_g"": 10.6}",35,India
ns_00082,Reliance Fresh Snacks Mix 83,Reliance Fresh,snacks,https://static.openfoodfacts.org/images/products/1000000000082/front_en.400.jpg,"potato, vegetable oil (palm), salt, oats, artificial flavour, vitamin","[""potato"", ""vegetable oil (palm)"", ""salt"", ""oats"", ""artificial flavour"", ""vitamin""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": true, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 353, ""sugar_g"": 21.2, ""sodium_mg"": 158, ""fat_g"": 7.1, ""protein_g"": 0.7}",53,India
ns_00083,Organic Valley Frozen Mix 84,Organic Valley,frozen,https://static.openfoodfacts.org/images/products/1000000000083/front_en.400.jpg,"vegetables, vegetable oil, salt, milk, fiber, fiber","[""vegetables"", ""vegetable oil"", ""salt"", ""milk"", ""fiber"", ""fiber""]",Healthy,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 41, ""sugar_g"": 0.7, ""sodium_mg"": 357, ""fat_g"": 21.6, ""protein_g"": 12.2}",71,India
ns_00084,Nilgiris Bakery Mix 85,Nilgiris,bakery,https://static.openfoodfacts.org/images/products/1000000000084/front_en.400.jpg,"wheat flour, sugar, vegetable oil, trans fat, lentil, sodium nitrate","[""wheat flour"", ""sugar"", ""vegetable oil"", ""trans fat"", ""lentil"", ""sodium nitrate""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": true, ""sesame"": false, ""egg"": false}","{""calories"": 385, ""sugar_g"": 9.4, ""sodium_mg"": 617, ""fat_g"": 25.8, ""protein_g"": 10.8}",22,India
ns_00085,Kohinoor Beverages Mix 86,Kohinoor,beverages,https://static.openfoodfacts.org/images/products/1000000000085/front_en.400.jpg,"water, sugar, citric acid, trans fat, protein, vitamin","[""water"", ""sugar"", ""citric acid"", ""trans fat"", ""protein"", ""vitamin""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 435, ""sugar_g"": 8.0, ""sodium_mg"": 370, ""fat_g"": 5.6, ""protein_g"": 3.7}",40,India
ns_00086,Amul Bakery Mix 87,Amul,bakery,https://static.openfoodfacts.org/images/products/1000000000086/front_en.400.jpg,"wheat flour, sugar, vegetable oil, oats, vitamin, fruit","[""wheat flour"", ""sugar"", ""vegetable oil"", ""oats"", ""vitamin"", ""fruit""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 514, ""sugar_g"": 14.0, ""sodium_mg"": 518, ""fat_g"": 28.1, ""protein_g"": 8.8}",52,India
ns_00087,Nilgiris Dairy Mix 88,Nilgiris,dairy,https://static.openfoodfacts.org/images/products/1000000000087/front_en.400.jpg,"milk, milk solids, stabiliser (E412), monosodium glutamate, vitamin, sodium benzoate","[""milk"", ""milk solids"", ""stabiliser (E412)"", ""monosodium glutamate"", ""vitamin"", ""sodium benzoate""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": true, ""soy"": false, ""sesame"": true, ""egg"": false}","{""calories"": 401, ""sugar_g"": 19.4, ""sodium_mg"": 726, ""fat_g"": 20.9, ""protein_g"": 18.3}",27,India
ns_00088,Amul Beverages Mix 89,Amul,beverages,https://static.openfoodfacts.org/images/products/1000000000088/front_en.400.jpg,"water, sugar, citric acid, sugar, oats, preservative","[""water"", ""sugar"", ""citric acid"", ""sugar"", ""oats"", ""preservative""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 333, ""sugar_g"": 26.3, ""sodium_mg"": 689, ""fat_g"": 25.8, ""protein_g"": 4.4}",22,India
ns_00089,Haldiram's Ready_Meals Mix 90,Haldiram's,ready_meals,https://static.openfoodfacts.org/images/products/1000000000089/front_en.400.jpg,"rice, vegetable oil, salt, fiber, sodium nitrate, protein","[""rice"", ""vegetable oil"", ""salt"", ""fiber"", ""sodium nitrate"", ""protein""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": true, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 444, ""sugar_g"": 12.1, ""sodium_mg"": 778, ""fat_g"": 22.1, ""protein_g"": 16.5}",45,India
